CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50137482,MR. BANH MI,Brooklyn,9,BAY   35 STREET,11214,6463925074,Southeast Asian,9/25/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,9/25/23,4/23/24,Pre-permit (Operational) / Initial Inspection,40.59932154,-73.99052577,311,43,030000,3329280,3068630038,BK29,
50060048,CAFE BELLE,Manhattan,280,MULBERRY STREET,10012,2128371605,Coffee/Tea,1/24/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,8,A,1/24/22,4/23/24,Cycle Inspection / Re-inspection,40.7244041,-73.99516918,102,01,004300,1007916,1005090014,MN24,
50134414,JACKSON DINER,Queens,3740 B,74TH ST,,7186721232,Indian,9/28/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13,A,9/28/23,4/23/24,Pre-permit (Operational) / Re-inspection,0,0,,,,,4,,
50056033,LA COLOMBIANITA BAKERY,Queens,10837,CORONA AVE,11368,7183930063,Bakery Products/Desserts,5/27/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,30,,,4/23/24,Cycle Inspection / Initial Inspection,40.74249549,-73.85409744,404,21,042700,4443008,4020090079,QN25,
50059374,DOG & BONE,Manhattan,338,3 AVENUE,10010,2128894663,American,7/20/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,63,,,4/23/24,Cycle Inspection / Initial Inspection,40.74002054,-73.98228883,106,02,006800,1018080,1008800050,MN21,
50065030,LAO MA MA LA TANG,Queens,13620,ROOSEVELT AVE,11354,7186612668,Chinese,4/13/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,4/13/23,4/23/24,Cycle Inspection / Re-inspection,40.75977791,-73.82923543,407,20,085300,4113546,4050190005,QN22,
50089510,ROSA'S PIZZA,Brooklyn,374,METROPOLITAN AVENUE,11211,7189632378,Pizza,1/27/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,44,,,4/23/24,Cycle Inspection / Initial Inspection,40.71406705,-73.95561673,301,34,051900,3062503,3023690012,BK73,
50140834,RICURAS ECUDORIAN BAKERY,Bronx,1576,WATSON AVENUE,10472,3473276655,Spanish,10/2/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,16,B,10/2/23,4/23/24,Pre-permit (Operational) / Re-inspection,40.82635163,-73.87606623,209,18,005001,2023533,2037160036,BX55,
41367985,KENNEDY FRIED CHICKEN,Bronx,548,EAST  138 STREET,10454,7184015980,Chicken,1/24/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,1/24/22,4/23/24,Cycle Inspection / Re-inspection,40.80696183,-73.91787848,201,08,002500,2000047,2022650045,BX39,
50117025,ICHA BOBA,Queens,1207,JACKSON AVE,11101,9175351812,Coffee/Tea,5/17/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,5/17/23,4/23/24,Cycle Inspection / Initial Inspection,40.74364256,-73.95051932,402,26,000700,4000511,4000600008,QN31,
50116555,CHOCOLATE DIP,Manhattan,177,ORCHARD STREET,10002,4159904154,Frozen Desserts,6/7/22,Violations were cited in the following area(s).,10C,Lighting Inadequate,Not Critical,35,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.72174942,-73.98837979,103,01,003001,1005556,1004170066,MN27,
50094372,GEORGES RESTAURANT,Brooklyn,11,GRAHAM AVENUE,11206,7183887794,Spanish,10/4/23,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.70150104,-73.9422665,301,34,049100,3071653,3031260008,BK90,
50081776,HAPPY KITCHEN,Queens,8012,37TH AVE,11372,7188031600,Japanese,5/10/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,7,A,5/10/22,4/23/24,Cycle Inspection / Initial Inspection,40.74956092,-73.88594714,403,25,028300,4029986,4012910001,QN28,
41721393,DUNKIN,Brooklyn,1014,FLATBUSH AVENUE,11226,3472401831,Donuts,4/11/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,11,,,4/23/24,Cycle Inspection / Initial Inspection,40.64665905,-73.95812297,314,40,051001,3328210,3051250025,BK42,
50121880,IL GRADINO,Manhattan,808,LEXINGTON AVENUE,10065,2126612700,Italian,8/18/22,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.76429448,-73.96668374,108,04,011402,1042036,1013970016,MN40,
50037588,BAKERY 88,Brooklyn,5711,8 AVENUE,11220,7188538188,Bakery Products/Desserts,5/18/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,25,,,4/23/24,Cycle Inspection / Initial Inspection,40.6370597,-74.00790868,312,43,010400,3140163,3056930005,BK34,
50007973,GOOD TASTE,Queens,22902,LINDEN BLVD,11411,7182764619,Caribbean,5/25/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,37,,,4/23/24,Cycle Inspection / Initial Inspection,40.69261979,-73.7321596,413,27,060600,4274625,4127460055,QN33,
41304673,KEVIN'S,Brooklyn,277,VAN BRUNT AVENUE,,7185968335,American,6/20/19,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,32,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,3,,
50141427,MYKONIAN HOUSE,Manhattan,25,EAST   83 STREET,10028,2129015333,Greek,2/20/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,23,N,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.77912801,-73.96075103,108,04,014200,1046802,1014957501,MN40,
40716625,PRUNE,Manhattan,54,EAST    1 STREET,10003,2126776221,American,4/13/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.72365438,-73.98935355,103,02,003602,1006105,1004430050,MN22,
50000017,HAPPY DRAGON,Bronx,3388,JEROME AVENUE,10467,7182313388,Chinese,2/5/24,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,11,A,2/5/24,4/23/24,Cycle Inspection / Initial Inspection,40.88054069,-73.88372539,207,11,041900,2017755,2033260122,BX43,
41641198,URBAN VEGAN KITCHEN,Manhattan,4143,CARMINE STREET,,6464484522,Vegan,1/27/22,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,1/27/22,4/23/24,Cycle Inspection / Re-inspection,0,0,,,,,1,,
50051839,E NOODLE,Brooklyn,8619,5 AVENUE,11209,7182383303,Chinese,4/4/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,4/4/22,4/23/24,Cycle Inspection / Initial Inspection,40.62130188,-74.02636083,310,47,016000,3153777,3060510014,BK31,
50095105,JOE BAKERY INC,Brooklyn,8517,18 AVENUE,11214,7183318828,Chinese,5/10/22,Violations were cited in the following area(s).,22F,MISBRANDED AND LABELING,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.60765783,-74.00212486,311,38,027800,3165753,3063440001,BK28,
41641198,URBAN VEGAN KITCHEN,Manhattan,4143,CARMINE STREET,,6464484522,Vegan,1/31/23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,24,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50107833,IBAKERY,Brooklyn,2210,86 STREET,11214,7184894130,Chinese,10/17/22,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,45,,,4/23/24,Cycle Inspection / Initial Inspection,40.60175637,-73.99352517,311,43,029600,3167097,3063810041,BK28,
41495525,SINGAS FAMOUS PIZZA,Brooklyn,512,GRAND STREET,11211,7187822100,Pizza,5/31/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,5/31/22,4/23/24,Cycle Inspection / Re-inspection,40.71099358,-73.95056169,301,34,051300,3338202,3027850009,BK73,
50011013,MORGENSTERN'S FINEST ICE CREAM,Manhattan,215,BOWERY,10002,2122096784,Frozen Desserts,1/3/19,Violations were cited in the following area(s).,22F,MISBRANDED AND LABELING,Not Critical,12,A,1/3/19,4/23/24,Cycle Inspection / Initial Inspection,40.72184863,-73.99343408,103,01,003601,1005700,1004267501,MN27,
50113409,LA CHACRA,Brooklyn,613,GRAND STREET,11211,9292958884,Peruvian,5/18/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,41,,,4/23/24,Cycle Inspection / Initial Inspection,40.71128325,-73.94768663,301,34,050300,3069361,3027800028,BK90,
41679882,GREEN OLIVE PIZZA,Queens,27111,UNION TPKE,11040,7189622365,Pizza,8/23/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,16,,,4/23/24,Cycle Inspection / Initial Inspection,40.75186772,-73.7028151,413,23,155102,4174329,4085550075,QN44,
41641198,URBAN VEGAN KITCHEN,Manhattan,4143,CARMINE STREET,,6464484522,Vegan,11/15/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,11/15/23,4/23/24,Cycle Inspection / Re-inspection,0,0,,,,,1,,
40700724,SCALINI FEDELI,Manhattan,165,DUANE STREET,10013,2125280400,Italian,4/26/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26,,,4/23/24,Cycle Inspection / Initial Inspection,40.71727567,-74.00914475,101,01,003900,1001543,1001430001,MN24,
50103051,FISHERMANS COVE,Brooklyn,1126,EASTERN PARKWAY,11213,9174763133,Caribbean,1/27/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,8,A,1/27/22,4/23/24,Cycle Inspection / Re-inspection,40.66876044,-73.93070563,309,41,034900,3037570,3013970005,BK61,
50048378,VIN SUR VINGT,Manhattan,66,WEST   84 STREET,10024,6072210610,French,6/2/22,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,11,A,6/2/22,4/23/24,Cycle Inspection / Initial Inspection,40.78469768,-73.97205036,107,06,016900,1031244,1011970061,MN12,
40665065,DANIEL,Manhattan,60,EAST   65 STREET,10065,2122880088,French,3/10/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,3/10/22,4/23/24,Cycle Inspection / Initial Inspection,40.76702863,-73.96797117,108,04,012200,1041086,1013797502,MN40,
50107124,SPRING FISH VILLAGE,Queens,13621,41ST AVE,11355,5162343111,Chinese,2/23/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,48,,,4/23/24,Cycle Inspection / Initial Inspection,40.75867154,-73.82907945,407,20,085300,4113577,4050190108,QN22,
50040311,DUNKIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,7037237264,Donuts,6/2/22,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,0,N,,4/23/24,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,,,,,,,
50086391,FIX-U-PLATE,Brooklyn,1139/1141,CLARKSON AVE,11212,9292343888,Caribbean,4/5/23,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,44,,,4/23/24,Cycle Inspection / Initial Inspection,,,,,,,,,
50008039,CAFE LILY,Brooklyn,42,AVENUE O,11204,7188725500,Russian,6/7/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,60,,,4/23/24,Cycle Inspection / Initial Inspection,40.610245,-73.98358395,311,44,043000,3174148,3065970004,BK29,
50093362,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Manhattan,2085,LEXINGTON AVENUE,10035,2127225253,Caribbean,3/24/23,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,10,A,3/24/23,4/23/24,Cycle Inspection / Initial Inspection,40.80488791,-73.93702553,111,09,019600,1054487,1017740051,MN34,
50045961,TAI LAI RESTAURANT,Brooklyn,990,T S BOYLAND ST,,7184987787,Chinese,5/19/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,5/19/22,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,3,,
40861141,CASA PROMESA,Bronx,308,EAST  175 STREET,10457,7189607658,American,2/7/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,20,,,4/23/24,Cycle Inspection / Initial Inspection,40.84661565,-73.90438001,205,14,023100,2100983,2028910042,BX41,
50084404,BUCCANEER DINER,Queens,9301,ASTORIA BLVD,11369,7184295188,American,5/27/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,0,,,4/23/24,Cycle Inspection / Initial Inspection,40.76315657,-73.87617344,403,21,034700,4032546,4013670025,QN28,
50089510,ROSA'S PIZZA,Brooklyn,374,METROPOLITAN AVENUE,11211,7189632378,Pizza,1/27/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,44,,,4/23/24,Cycle Inspection / Initial Inspection,40.71406705,-73.95561673,301,34,051900,3062503,3023690012,BK73,
40372445,OMONIA CAFE,Queens,3220,BROADWAY,11106,7182746650,Greek,2/22/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,20,,,4/23/24,Cycle Inspection / Initial Inspection,40.76147748,-73.92436023,401,22,005900,4008332,4006120040,QN70,
50019079,TASTY CARIBBEAN,Brooklyn,856,UTICA AVENUE,11203,7182828652,Caribbean,1/8/24,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,13,A,1/8/24,4/23/24,Cycle Inspection / Initial Inspection,40.65240141,-73.9304632,317,41,086800,3102087,3046750033,BK96,
50099568,BKLYN EATS,Brooklyn,2592,ATLANTIC AVENUE,11207,3472768603,American,9/10/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,25,,,4/23/24,Cycle Inspection / Initial Inspection,40.6756204,-73.89856228,305,37,119800,3083484,3036850019,BK82,
50076087,H0L0,Queens,1563,DECATUR STREET,11385,9174703896,American,2/8/19,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,37,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.69387103,-73.90242902,405,34,055900,4085370,4035410046,QN20,
40398910,JOE'S PIZZA,Bronx,1858,ARCHER STREET,10460,7189310220,Pizza,10/18/23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,39,,,4/23/24,Cycle Inspection / Initial Inspection,40.83774316,-73.86465734,209,18,021601,2028264,2039010037,BX08,
50124544,LION'S GATE GRILL,Manhattan,1000,S 8TH AVE,10019,7183094906,Chinese,11/3/22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,28,,,4/23/24,Pre-permit (Operational) / Initial Inspection,40.76681223,-73.98280875,104,03,013900,1799161,1270000161,MN15,
50101252,JAH SEAL MINI MART,Manhattan,2041,ADAM CLAYTON POWELL JR BOULEVARD,,6464766521,Other,1/9/23,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50063201,KUBEH,Manhattan,464,AVENUE OF THE AMERICAS,10011,6464486688,Middle Eastern,4/13/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,31,,,4/23/24,Cycle Inspection / Initial Inspection,40.73552048,-73.99816333,102,02,006300,1009562,1005750001,MN23,
41311641,ROLLIN GREENS,Queens,24777,JAMAICA AVENUE,11426,7183433313,American,4/21/22,Violations were cited in the following area(s).,22G,Sale or use of certain expanded polystyrene items restricted,Not Critical,,,,4/23/24,Administrative Miscellaneous / Initial Inspection,40.72584414,-73.71901915,413,23,161700,4176965,4086620032,QN43,
40379628,HASAKI RESTAURANT,Manhattan,210,EAST 9 TH STREET,,2124733327,Japanese,2/9/22,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,2/9/22,4/23/24,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50051741,HAAB,Brooklyn,396,6 AVENUE,11215,7183690849,Mexican,4/25/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,4/23/24,Cycle Inspection / Initial Inspection,40.66933181,-73.98286641,306,39,013700,3021680,3009940051,BK37,
41488494,BURGOS RESTAURANT,Manhattan,206,DYCKMAN STREET,10040,2125693939,Latin American,4/19/22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,39,,,4/23/24,Cycle Inspection / Initial Inspection,40.86498622,-73.92692832,112,10,028700,1064228,1021750053,MN35,
41688941,FRESCO DELI CAFE,Queens,33-06,QUEENS BOULEVARD,11101,7184827400,Sandwiches,5/23/23,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,23,,,4/23/24,Cycle Inspection / Initial Inspection,40.74463463,-73.93150697,402,26,017900,4003437,4002470030,QN31,
50013460,PLOWSHARES COFFEE,Manhattan,2730,BROADWAY,10025,2122220280,Coffee/Tea,8/18/21,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,34,,,4/23/24,Cycle Inspection / Initial Inspection,40.80018801,-73.9680599,107,07,019100,1056600,1018760046,MN12,
